domainID,siteID,namedLocation,collectDate,analyte,analyteConcentration,analyteUnits,sampleCondition,collectDateDate,timediff,spectra
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,Fe,0.01,milligramsPerLiter,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (254 nm),0.7538,NA,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (280 nm),0.3852,NA,OK,2019-08-06,11,PRLA-buoy-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-645,PRLA-inle-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_162146
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-632,PRLA-outl-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-632,PRLA-reac-20190726_163004
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TSS,10,milligramsPerLiter,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TDS,744.6,milligramsPerLiter,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,DOC,35.01,milligramsPerLiter,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TOC,36.05,milligramsPerLiter,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,Fe,0.01,milligramsPerLiter,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (254 nm),0.7538,NA,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (280 nm),0.3852,NA,OK,2019-08-06,10,PRLA-buoy-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-646,PRLA-inle-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-633,PRLA-outl-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-633,PRLA-reac-20190727_152346
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TSS,10,milligramsPerLiter,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TDS,744.6,milligramsPerLiter,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,DOC,35.01,milligramsPerLiter,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,TOC,36.05,milligramsPerLiter,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,Fe,0.01,milligramsPerLiter,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (254 nm),0.7538,NA,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-08-06T15:55:00Z,UV Absorbance (280 nm),0.3852,NA,OK,2019-08-06,7,PRLA-buoy-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-649,PRLA-inle-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-636,PRLA-outl-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-636,PRLA-reac-20190730_153032
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TSS,6,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TDS,889.69,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-09T15:35:00Z,DOC,26.72,milligramsPerLiter,OK,2020-06-09,-15,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-30T15:22:00Z,TOC,26.05,milligramsPerLiter,OK,2020-06-30,6,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,Fe,5e-4,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (254 nm),0.5646,NA,OK,2020-08-04,41,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (280 nm),0.3118,NA,OK,2020-08-04,41,PRLA-buoy-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-966,PRLA-outl-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_161319
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TSS,6,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TDS,889.69,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-09T15:35:00Z,DOC,26.72,milligramsPerLiter,OK,2020-06-09,-15,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-30T15:22:00Z,TOC,26.05,milligramsPerLiter,OK,2020-06-30,6,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,Fe,5e-4,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (254 nm),0.5646,NA,OK,2020-08-04,41,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (280 nm),0.3118,NA,OK,2020-08-04,41,PRLA-buoy-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_162051
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_162804
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TSS,6,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,TDS,889.69,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-09T15:35:00Z,DOC,26.72,milligramsPerLiter,OK,2020-06-09,-15,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2020-06-30T15:22:00Z,TOC,26.05,milligramsPerLiter,OK,2020-06-30,6,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2019-12-04T17:40:00Z,Fe,5e-4,milligramsPerLiter,OK,2019-12-04,-203,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (254 nm),0.5646,NA,OK,2020-08-04,41,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.buoy.c0,2020-08-04T15:07:00Z,UV Absorbance (280 nm),0.3118,NA,OK,2020-08-04,41,PRLA-buoy-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TSS,10,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TDS,715.6,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,DOC,36.55,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,TOC,38.93,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,Fe,0.006,milligramsPerLiter,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (254 nm),0.6503,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.inlet,2017-10-19T14:25:00Z,UV Absorbance (280 nm),0.3324,NA,GOOD,2017-10-19,-979,PRLA-inle-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TSS,8,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TDS,709.9,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,DOC,38.31,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,TOC,39.07,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (254 nm),0.6382,NA,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.outlet,2017-11-01T15:37:00Z,UV Absorbance (280 nm),0.3266,NA,GOOD,2017-11-01,-966,PRLA-outl-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TSS,6,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TDS,711.8,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,DOC,37.01,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,TOC,39.27,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,Fe,5e-4,milligramsPerLiter,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (254 nm),0.6392,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
D09,PRLA,PRLA.AOS.reach,2017-11-01T14:49:00Z,UV Absorbance (280 nm),0.3259,NA,GOOD,2017-11-01,-966,PRLA-reac-20200624_173036
